year,state,population,per_capita
2008,,,
2008,,,
2008,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
2007,,,
